conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:3264_conv:6529,1,devastated,I met a girl on Tinder and we seemed really into each other. We started dating shortly after and then she dumped me like 4 days in.,55,It really sucked_comma_ since a month ago I was dating this girl and she dumped me so early on.,5|5|5_5|5|5,
hit:3264_conv:6529,2,devastated,I met a girl on Tinder and we seemed really into each other. We started dating shortly after and then she dumped me like 4 days in.,322,I'm so sorry.  Are you okay?,5|5|5_5|5|5,
hit:3264_conv:6529,3,devastated,I met a girl on Tinder and we seemed really into each other. We started dating shortly after and then she dumped me like 4 days in.,55,Yeah I'm fine. Just sucks that she basically just dumped me because she found another guy on Tinder.,5|5|5_5|5|5,
hit:3264_conv:6529,4,devastated,I met a girl on Tinder and we seemed really into each other. We started dating shortly after and then she dumped me like 4 days in.,322,Oh goodness_comma_ you will find someone better.,5|5|5_5|5|5,
hit:3835_conv:7670,1,devastated,my brother got sick and passed with no warning,445,When my brother fell ill we had no idea he would go so quick.,5|5|5_5|5|5,
hit:3835_conv:7670,2,devastated,my brother got sick and passed with no warning,138,Oh wow_comma_ I'm sorry. I hope he at least didn't suffer much.,5|5|5_5|5|5,
hit:3835_conv:7670,3,devastated,my brother got sick and passed with no warning,445,I dont think so_comma_ It was a matter of days.,5|5|5_5|5|5,
hit:3835_conv:7670,4,devastated,my brother got sick and passed with no warning,138,I'm sorry for you loss.,5|5|5_5|5|5,
hit:3900_conv:7800,1,devastated,My hamster died when I was a child_comma_  she was my best friend.,445,When my pet died I felt liek I lost my family member_comma_  My best friend.,5|5|5_5|5|5,
hit:3900_conv:7800,2,devastated,My hamster died when I was a child_comma_  she was my best friend.,27,Im sorry to hear that. What happened?,5|5|5_5|5|5,
hit:3900_conv:7800,3,devastated,My hamster died when I was a child_comma_  she was my best friend.,445,I went away on a trip and my mother forgot to feed her.  I was crying so much.,5|5|5_5|5|5,
hit:3900_conv:7800,4,devastated,My hamster died when I was a child_comma_  she was my best friend.,27,Oh no. ,5|5|5_5|5|5,
hit:4352_conv:8705,1,devastated,Recently heard that my father was laid off from his job. He's retirement age anyway_comma_ but I felt bad for him_comma_ as that must have been_comma_ at the very least_comma_ slightly humiliating. He's been a hard worker for 40 years_comma_ and has done well to support the family. But I do worry for him in the short-term.,273,Recently heard that my father was laid off from his job. He's retirement age anyway_comma_ but I felt bad for him_comma_ as that must have been_comma_ at the very least_comma_ slightly humiliating. He's been a hard worker for 40 years_comma_ and has done well to support the family. But I do worry for him in the short-term.,4|5|5_5|5|5,
hit:4352_conv:8705,2,devastated,Recently heard that my father was laid off from his job. He's retirement age anyway_comma_ but I felt bad for him_comma_ as that must have been_comma_ at the very least_comma_ slightly humiliating. He's been a hard worker for 40 years_comma_ and has done well to support the family. But I do worry for him in the short-term.,389,Oh that's awful!  I hope he is going to be okay.  Did they lay him off with severence or anything?,4|5|5_5|5|5,
hit:4352_conv:8705,3,devastated,Recently heard that my father was laid off from his job. He's retirement age anyway_comma_ but I felt bad for him_comma_ as that must have been_comma_ at the very least_comma_ slightly humiliating. He's been a hard worker for 40 years_comma_ and has done well to support the family. But I do worry for him in the short-term.,273,Yeah_comma_ he gets severance. He was a hotel manager_comma_ and I don't think the hotel was doing well_comma_ but I'm not sure that could or would be entirely attributed to his performance. Think they just wanted a change of scenery. I'm partially glad_comma_ since he needs to relax anyway. It will be good for his health ,4|5|5_5|5|5,
hit:4352_conv:8705,4,devastated,Recently heard that my father was laid off from his job. He's retirement age anyway_comma_ but I felt bad for him_comma_ as that must have been_comma_ at the very least_comma_ slightly humiliating. He's been a hard worker for 40 years_comma_ and has done well to support the family. But I do worry for him in the short-term.,389,Yeah.  He will get to spend more time with you all now!  Take the father on a vacation!,4|5|5_5|5|5,
hit:4487_conv:8975,1,devastated,My sister was not paying attention and she let the dog run right past her and out the door. We can not find him and I don't know what to do!,91,My sister let my dog run out the door when she was not paying attention!,5|5|5_5|5|5,
hit:4487_conv:8975,2,devastated,My sister was not paying attention and she let the dog run right past her and out the door. We can not find him and I don't know what to do!,391,Oh damn.. Did your dog come back?,5|5|5_5|5|5,
hit:4487_conv:8975,3,devastated,My sister was not paying attention and she let the dog run right past her and out the door. We can not find him and I don't know what to do!,91,No! And_comma_ I am just lost with out him. I have had him for 8 years!,5|5|5_5|5|5,
hit:4487_conv:8975,4,devastated,My sister was not paying attention and she let the dog run right past her and out the door. We can not find him and I don't know what to do!,391,So sad to hear that.. i am so sorry about that buddy. hope you feel better,5|5|5_5|5|5,
hit:4651_conv:9302,1,devastated,I was devestated when my grandmother passed away_comma_ I was not prepared to deal with that,10,I was devestated when my grandmother passed away_comma_ I was not prepared to deal with that,5|5|5_5|5|5,
hit:4651_conv:9302,2,devastated,I was devestated when my grandmother passed away_comma_ I was not prepared to deal with that,11,We never are prepared for something like that.. how long ago was it? ,5|5|5_5|5|5,
hit:4651_conv:9302,3,devastated,I was devestated when my grandmother passed away_comma_ I was not prepared to deal with that,10,It was about 7 years ago_comma_ but it still stings,5|5|5_5|5|5,
hit:4651_conv:9302,4,devastated,I was devestated when my grandmother passed away_comma_ I was not prepared to deal with that,11,I understand! Its been about the same for me since my parents passed and it doesnt hurt any less.  Im sorry but I can tell you are strong! ,5|5|5_5|5|5,
hit:4663_conv:9326,1,devastated,I made plans for my dream vacation. I had been looking forward to this trip for over two years. I broke my leg and was unable to make the trip.,226,I made plans for my dream vacation. I had been looking forward to this trip for over two years. I broke my leg and was unable to make the trip,4|4|4_5|5|5,
hit:4663_conv:9326,2,devastated,I made plans for my dream vacation. I had been looking forward to this trip for over two years. I broke my leg and was unable to make the trip.,391,So sorry to hear that buddy.. where were you planning to go?,4|4|4_5|5|5,
hit:4663_conv:9326,3,devastated,I made plans for my dream vacation. I had been looking forward to this trip for over two years. I broke my leg and was unable to make the trip.,226,Hawaii. I have wanted to go there for a very long time. Stupid leg.,4|4|4_5|5|5,
hit:4663_conv:9326,4,devastated,I made plans for my dream vacation. I had been looking forward to this trip for over two years. I broke my leg and was unable to make the trip.,391,Yeah_comma_ i can sense how you feel.. It is ok buddy_comma_ you will make it there soon enough,4|4|4_5|5|5,
hit:4988_conv:9977,1,devastated,seeing all those fires in california is terrible,524,all those fires in cali are heartbreaking,5|5|5_5|5|5,
hit:4988_conv:9977,2,devastated,seeing all those fires in california is terrible,53,Yes they are. It's a shame how dry it is.,5|5|5_5|5|5,
hit:4988_conv:9977,3,devastated,seeing all those fires in california is terrible,524,i wish some of our rain would go there_comma_ it has rained the past week and a half,5|5|5_5|5|5,
hit:4988_conv:9977,4,devastated,seeing all those fires in california is terrible,53,Yes that is what it's like in my area too.,5|5|5_5|5|5,
hit:5039_conv:10078,1,devastated,My Grandma just passed away.  Its been a brutally tough time.,438,My Grandma just passed away. Its been a brutally tough time.,5|5|5_4|5|5,
hit:5039_conv:10078,2,devastated,My Grandma just passed away.  Its been a brutally tough time.,463,oh my god i'm so sorry. i've only got one grandparent left and it's tough to even imagine not having her,5|5|5_4|5|5,
hit:5039_conv:10078,3,devastated,My Grandma just passed away.  Its been a brutally tough time.,438,Thank you.  I know_comma_ she was the one I was the closest too.  She died soon after my Grandpa died so its been awful.  It feels surreal. Treasure them while they're here.,5|5|5_4|5|5,
hit:5039_conv:10078,4,devastated,My Grandma just passed away.  Its been a brutally tough time.,463,i do. i'm so sorry you are having such a hard time. may you find peace in her memories.,5|5|5_4|5|5,
hit:5107_conv:10214,1,devastated,I was sad when my cat died. He was so sick,126,I was sad when my cat passed away. He was so sick,4|4|5_5|5|5,
hit:5107_conv:10214,2,devastated,I was sad when my cat died. He was so sick,7,That is sad. Sometime pets are iirreplaceable.,4|4|5_5|5|5,
hit:5107_conv:10214,3,devastated,I was sad when my cat died. He was so sick,126,They really are_comma_ I still miss her,4|4|5_5|5|5,
hit:5107_conv:10214,4,devastated,I was sad when my cat died. He was so sick,7,What was her name?,4|4|5_5|5|5,
hit:5262_conv:10525,1,devastated,My brother got hit with a DUI the other night. His wife said that was the last straw_comma_ as she was tired of his drinking. She kicked him out and now he's living with me. I feel so terrible for everyone involved_comma_ especially because they have two kids.,273,My brother got hit with a DUI the other night. His wife said that was the last straw_comma_ as she was tired of his drinking. She kicked him out and now he's living with me. I feel so terrible for everyone involved_comma_ especially because they have two kids,5|5|5_5|5|5,
hit:5262_conv:10525,2,devastated,My brother got hit with a DUI the other night. His wife said that was the last straw_comma_ as she was tired of his drinking. She kicked him out and now he's living with me. I feel so terrible for everyone involved_comma_ especially because they have two kids.,321,sorry to hear that_comma_ my brother has a drinking problem too_comma_ and has kids_comma_ i love him but at this point we are more focused on the kids _comma_ i tell him if you get locked up who is gonna raise the girls _comma_ of course we are but still they need a father ,5|5|5_5|5|5,
hit:5262_conv:10525,3,devastated,My brother got hit with a DUI the other night. His wife said that was the last straw_comma_ as she was tired of his drinking. She kicked him out and now he's living with me. I feel so terrible for everyone involved_comma_ especially because they have two kids.,273,Yeah_comma_ and you can never turn your back on family_comma_ even if they completely complicate your life.. It's a no-win situation. The kids probably prefer to stay in the original situation_comma_ even though it's not healthy and safe_comma_ because they just don't understand.. just a big head ache. I'll do what I can_comma_ but who knows how much that will be.,5|5|5_5|5|5,
hit:5262_conv:10525,4,devastated,My brother got hit with a DUI the other night. His wife said that was the last straw_comma_ as she was tired of his drinking. She kicked him out and now he's living with me. I feel so terrible for everyone involved_comma_ especially because they have two kids.,321,all you can do is stay positive _comma_ all we can hope is our brothers will one day wake up before its to late ,5|5|5_5|5|5,
