context,prompt,utterance,response
devastated,I was totaly destroyed when I found that my wife took all the money that was in the bank account and left me.,I was totaly destroyed when I found that my wife took all the money that was in the bank account and left me.,"Why didn’t you tell me?
Patient: Because I was ashamed."
devastated,I was shocked when i wasnt approved for time off the other day,I was shocked when i wasnt approved for time off the other day,"Oh no, what happened?
Patient: I was at the doctor, I had a routine check up and he said I was fine, but I wasnt approved for time off, I told him I wasnt feeling well and he said I was fine"
devastated,My laptop broke_comma_ and I lost all the information on it.,My laptop broke_comma_ and I lost all the information on it.,"OK, how can"
devastated,I've owned 3 birds in the past 10 years and my 3rd bird just died last night. I didn't realize how much it would crush me. They were my buddies.,I've owned 3 birds in the past 10 years and my 3rd bird just died last night. I didn't realize how much it would crush me. They were my buddies.,I am sorry to hear that.
devastated,I found my gold fish floating at the top of the fish tank dead last week.  I am absolutely hurt over it.,Last week I found my gold fish floating at the top of the fish tank dead.,Was the
devastated,I am so sad that my uncle died.,I am so sad my uncle died.,It’s hard to see someone you love die.
devastated,I found out that my favorite tv show got cancelled.  I am so sad it happened.,I found out that my favorite tv show got cancelled.,"What did you do?
Patient: I didn't do anything."
devastated,I felt so bad when my friend's new puppy passed away. He got really sick and died within a few days.,I felt so sad about my friend's new puppy that died suddenly. The puppy got so sick that it passed away in a few days.,It is very sad that a puppy passes away suddenly.
devastated,My dog since childhood died a few days ago. It was heartbreaking_comma_ and it made me very sad,My dog since childhood died a few days ago,"I am sorry, I know"
devastated,Two weeks ago_comma_ I found my home totally flooded. I felt totally destroyed.,Two weeks ago_comma_ I found my home totally flooded. I felt totally destroyed.,What kind of Cerebral
devastated,i was crushed when i wasnt able to leave work the other day,i was crushed when i wasnt able to leave work the other day,"i know, i know
Patient"
devastated,I was devestated when my grandmother passed away_comma_ that was a very sad time for me,I was devestated when my grandmother passed away_comma_ that was a very sad time for me,"Did you feel like you were helpless?
Patient: Yes, I felt helpless because I could"
devastated,i was shocked when i couldnt go to the game i bought tickets for,i was shocked when i couldnt go to the game i bought tickets for,"i'm sorry to hear that
Patient: i was at the game and everything was going fine until i had to go to the bathroom."
lonely,A few years ago_comma_ my marriage broke up_comma_ and I found myself living alone for the first time in my life. Though I eventually grew accustomed to the solitude_comma_ it took a while to get used to it.,I found myself divorced a few years ago_comma_ and for the first time in my life_comma_ I was living alone.,"What's the problem?
Patient: I'm lonely"
lonely,No one ever visits me anymore. I am always by myself in this apartment.,I have lived in my apartment for 5 years now.,I am going to take your temperature and blood pressure now.
lonely,I've been taking care of my aging mom for 5 years now and don't really have any friends_comma_ since so much time is used taking care of her.,I've been taking care of my aging mom for 5 years now and don't really have any friends_comma_ since so much time is used taking care of her.,That's understandable.
lonely,Just moved here for work_comma_ and I don't know anyone. My coworkers have families of their own.,Just moved here for work_comma_ and I don't know anyone. My coworkers have families of their own.,"Oh, that's OK."
lonely,I wish I had someone to spend my days with. I feel a alone.,I should really try to get a girlfriend or something. I just need to feel someone.,I'm sure there are plenty of women who would like to
lonely,I situation in which I felt alone was when my partner left me.,I still my miss my partner_comma_ they left me all alone.,It's not the end of the world.
lonely,I was lonely as a teenager_comma_ I had no girlfriend and few friends. I was sad often,I was lonely as a teenager_comma_ I had no girlfriend and few friends. I was sad often,What do
lonely,When I was working for my last company_comma_ I used to travel a lot and frequently used to miss my family and friends,You tend to feel really low when you travel frequently. I believe it's because you miss family & friends,I agree.
lonely,My family went on vacation and left me all alone.,Last year_comma_ my family went on vacation and left me all alone.,"And what happened?
Patient"
lonely,When i was younger i didn't have many friends. Would just sit at my computer and was afraid to make friends. Was okay at time but just never felt good.,I didn't have any friends when i was younger.,"So you were too quiet to make friends?
Patient: I guess so."
lonely,I wish I had friends.,I wish I had friends.,I have a family.
lonely,I can recall when my mother passed away I was very alone_comma_ literally. At 20 years old and an only child_comma_ you still need your mother. My father wasn't in the picture after she passed either. So I was completely by myself with a 2 year old toddler.  Very sad time.,When I was a young girl_comma_ and mother of a two year old_comma_ my own mom passed away. This was a very sad time for me as I'm an only child and my father wasn't around either.,"What happened?
Patient: Well_comma_ I was very young and I didn't understand what happened."
lonely,I moved an hour away from my sister. We lived really close before that so we spent time together a lot.,My sister and I lived close to each other then I moved an hour away.,"And how long have you been sick?
Patient: 2 months."
lonely,My wife left me and i am so lonely.,My wife left me and i am so lonely.,"Why did she leave you?
Patient: I shot her."
lonely,I felt lonely when I was in my senior year of college_comma_ studying all of the time and single.,Hey_comma_ I used to fill lonely in college - my senior year. I was studying all of the time and single.,"What did you do to fill your time?
Patient: I used to get together with friends to go to the movies or hang out at the coffee shop - that kind of thing."
