context,prompt,first_utterance
lonely,The Christmas before my daughter was born it was too late in my pregnancy to travel. My family lives across the country so I spent Christmas alone,My daughter was born in January so the Christmas before she was born I had to spend alone since I was too close to her due date to travel to my family.
lonely,When I think of my life I feel lonely. I live alone with no family.,I have the flat to myself today
lonely,I feel lonely all the time. I live alone and my family is far away.,I often feel lonely.
lonely,As i was sick_comma_ I'm unable to go to my school and I stayed in room. I miss my mom now.,I didn't go to school today.
lonely,I do not have any friends.,Hi_comma_ I do not have any friends in my new city.
lonely,I am home all alone today.  Everyone is gone on vacation including my close friends.,I am all alone as well.  Everyone is gone for their summer vacations.
lonely,I have lived by myself for the past 10 years. It has just been me and my dog_comma_ but now he is gone. I can't get used to it.,I have lived by myself for the past 10 years. It was always just me and my dog.
lonely,About two month ago_comma_ i broke up with my partner of 2 years. I have never felt so sad about myself,I broke up with my partner of 2 years about two month ago. I think loneliness is the worst that could happen to a human being
lonely,I had to be at home by myself for 2 days last week while my husband worked out of town. It was horrible and boring.,I had to be at home by myself for 2 days last week while my husband worked out of town.
lonely,I feel abandon these days.,I feel abandon these days.
lonely,My husband had to go out of town for work recently. I don't have a lot of friends or close family so I had no one to spend time with or talk to and it was sad.,My husband was out of town for work recently_comma_ and it made me bummed out. I had no one to talk to or spend time with.
lonely,My dad didn't invite me to his wedding.,My dad didn't invite me to his wedding_comma_ talk about an all time low.
lonely,Once all my family went to town without me for the whole day. I felt so alone and sad until they got back.,Last week I felt so abandoned when my family went to town all day without me.
lonely,I am very lonely with my man away at treatment but it's necessary.,My partner is away getting treatment and therapy and it's hard.
lonely,My daughter is leaving for college. I don't now what to do.,My daughter is leaving me.
lonely,I was always socially awkward_comma_ i feel so lonely,I'm kind of socially awkward and I don't know how to start conversations in real life. I wish i had more friends
lonely,My friends all went back to college.,My friends all went back to college and now I have no one to hang out with.
lonely,A time I felt lonely was when I joined a video game lobby. There was not a single person in it and I felt alone...,A time I felt lonely was when I joined a video game lobby. There was not a single person in it and I felt alone...
lonely,when my friends went out without me_comma_ and didnt invite me.,My friends went out last night without me_comma_ and didnt even bother to ask me if I wanted to join them.
lonely,I've been single for some time now. It really sucks...,I've been single for some time now. It really sucks...
lonely,I just sit at home all day by myself. I tired of it.,I just sit at home all day alone.
lonely,My dog passed away a week ago. Feels different not having anyone to come home to.,My dog passed away a week ago. Feels different not having anyone to come home to
lonely,Broke up with my girlfriend last week. I don't have anyone to do stuff with anymore.,Broke up with my girlfriend last week. I don't have anyone to do stuff with anymore.
lonely,I was lonely before I met my girlfriend and all my frinds,I was lonely before I met my girlfriend and all my friends
lonely,I feel all alone when nobody is home.,I feel pretty alone when nobody is home.
lonely,I feel abandoned.,I feel so lonely.
lonely,I miss living in the city. Everyone is so far now since I moved.,I miss living in the city.
lonely,I felt alone when my friends were all gone for the summer. I just had no one to hang out with,I felt alone when my friends were gone for the summer. I felt like I had no one to hang with
lonely,My boyfriend left town a couple of days ago and he won't be back for over a week. It is so quiet here and there's nothing to do.,My boyfriend left town a couple days ago and he won't be back for over a week.
lonely,sometimes I feel all alone!,sometimes I feel all alone!
lonely,My kids went on vacation with my parents for the week. I feel so lost and bored without them here.,My kids went on vacation with my parents for the week.
lonely,I live alone and I feel lonely a lot! I don't like living alone most of the time,I live alone and I feel lonely a lot! It has it's perks but a lot of down sides too
lonely,My children are in bed fast asleep_comma_ and no one wants to talk to me. I check my social media accounts and everyone is having fun with their loved ones except me. I am afraid to message someone because I do not want them to know the sad truth of night/life.,My children are both fast asleep and I am the only one up around my neighborhood at this hour.
lonely,I went to the movie theater by myself. I was the only one in the whole theater for the film.,I decided to go to the movies on my own. I saw the latest art film and had the theater all to myself.
lonely,I don't have many friends where I live_comma_ so I feel a bit down.,I am feeling a bit down in the dumps.
lonely,My family went on a vacation without me because I had to study for final exams. I have to stay home by myself which feels a bit like I am living in exile.,My family went on a vacation without me because I had to study for final exams. I have to stay home by myself which feels a bit like I am living in exile.
