emotion,idx,prompt,first_utterance
devastated,62,I had a cat who lived to be 19 years old. She was one of the best things to happen to me. I still feel her loss,I still feel the loss of my 19 year old cat Lexi. She was my first pet as an adult.
devastated,63,being cheated on,i found out my wife has been unfaithful for the past 2 months
devastated,64,my cat's an outdoor cat that i let out to have fun_comma_ and i just found out he was run over by a car yesterday,my cat's an outdoor cat that i let out to have fun_comma_ and i just found out he was run over by a car yesterday
devastated,65,My sweet Spring Spaniel died this past weekend. I had him for 14 years.,My sweet Spring Spaniel died this past weekend. I had him for 14 years.
devastated,66,I got really upset when I got home today and my cat pooped on the bed.,I got really upset when I got home today and my cat pooped on the bed.
devastated,67,My apartment was robbed..,My apartment was robbed. I was totaly devastated by seeing the damages and what was stolen.
devastated,68,i was fired from my job.,i was fired from my job.
devastated,69,Our little chihuahua was diagnosed with an auto-immune disease. She got pancreatitis last August and then passed away in February.,Our little chihuahua was diagnosed with an auto-immune disease when she was just a puppy.
devastated,70,I was heartbroken when i heard my dog had died. She was my childhood dog while i was growing up',I was heartbroken when my mom told me that my childhood dog had died
devastated,71,My brand new car was hit in the parking lot. The driver took off without leaving a note.,My car was damaged in the parking lot and the other driver took off without leaving me a note.
devastated,72,My dad accidentally got into rat poison and died.,I meant my DOG got into rat poison and died. It was a truly horrific accident.
devastated,73,I met this girl on Tinder and we really hit it off. Turns out she was crazy and led me on for a while and that made me upset.,I met this one girl on Tinder before knowing she was gonna lead me on.
devastated,74,I know it's not much but I was so upset the other day when I dropped my last cookie on the floor. It just was bad on a bad day.,I was having a bad day the other day and everything just kept going wrong
devastated,75,My dog passed away of bone cancer. She was such a special dog.,My dog had bone cancer and we had to put her down. It was a very sad_comma_ but necessary decision.
devastated,76,Once I pulled into my drive way and saw that my dog was off the chainand had gotton out of our yard. Something told me to get the dog and put it back on the chain our it was going to end up ran over _comma_ well I didn't listen and sure enough my dog was hit by a car shortly afterward and was dead.,have you ever had a felling like someting bad was going to happen .Then ignored your instincts?
devastated,77,I brokedown when I got a bad news,I really broke down when I heard my mom was sick
devastated,78,I lost my job and i'm the only provider in my family i'm so stressed,thank you. I had an interview today so i hope i will get that job
devastated,79,I lost the ring my best friend gave me before he moved out of country. He had it made just for me and I am just absolutely heartbroken over it.,So I lost the ring that my best friend gave me when he moved out of country. We had matching ones made and it's really breaking my heart.
devastated,80,My father passed away in November_comma_ it's made me feel empty ever since.,My father passed away in November_comma_ it's made me feel empty ever since.
devastated,81,I woke up really wanting some coffee... turns out my coffee machine isn't working. What a morning,I woke up really wanting some coffee... turns out my coffee machine isn't working. What a morning
devastated,82,One night_comma_ i hugged my wife and told her i loved her. I went to work and got a big raise. I rushed home to tell her. When i got home_comma_ all of the furniture_comma_ my wife and kids were gone.,One night_comma_ i hugged my wife and told her i loved her
devastated,83,My father died last week.,Man i hate when family dies..:(
devastated,84,I am devasted.,I am very devastated these days.
devastated,85,I lost my cat last week. I am so sad.,I lost my cat last week. I am so sad.
devastated,86,About four years ago_comma_ my apartment was robbed. I discovered the state of my apartment. Everything turn over_comma_ any object that had some value was taken. I was totaly destroyed.,About four years ago_comma_ my apartment was robbed. I discovered the state of my apartment. Everything turn over_comma_ any object that had some value was taken. I was totaly destroyed.
