context,prompt
anxious,I am already nervous about tomorrow. It might rain hard
anxious,Uni is starting up soon and im nervous
anxious,Tomorrow I have my yearly review. I am nervous about it!
anxious,"Driving gets me so nervous sometimes. At any moment, I know I can be involved in a deadly crash..."
anxious,"My girlfriend was feeling nauseous this morning and thinks she's pregnant. She went to get tested, and I am praying that she isn't."
anxious,I just started got a new massage table and now I feel I have to find customer. i'm all in.
anxious,My girlfriend asked me to meet her parents next week. I am feeling all nervous and sweaty about it.
anxious,I have a big presentation at work coming up. This is my first one. I am really nervous.
anxious,I am so ready for Halloween this year. Its my favorite holiday
anxious,i cant wait to see if i got the promotion at work
anxious,I can't wait for summer to be over. I want the heat to be over.
anxious,Last week was the first day of school for my granddaughter. She didn't go to preschool so I was really worried how she would like it and if she would be sad or not. Turns out she loves it and I was worried for nothing
anxious,I am very anxious this weekend as someone I was trying to fix a relationship with is acting up again. I just get a lot of anxiety about what they will pull next because they usually do pull something.
devastated,passing of my mother
devastated,My world was turned upside down when my husband received this medical diagnosis
devastated,My dog I've had since I was a kid died a few days ago. It really hurts to think about
devastated,"Two weeks ago, I found my home totally flooded. I felt totally destroyed."
devastated,My husband was in a car accident a couple of years ago. A woman pulled out in front of him on the highway. Unfortunately a woman we knew was in the vehicle and passed away. We were so upset.
devastated,"My sister just lost her baby at 18 weeks along. We are all grieving and I'm trying to support her in any way I can. Being a mother myself, I feel so depressed and sad for her."
devastated,I was really stressed out and grad school and had no choice but to drop out to keep my sanity.
devastated,I am still in awe that game of thrones is ending. It is my favorite show
devastated,My father passed away when I was 33 years old.
devastated,I have two uncles and they both died within three months of each other
devastated,"I went to the grocery store, while at the cashier I realized I could not find my debit card."
devastated,I had my wallet stolen today.
devastated,I am so devastated we lost out house to the forest fire.
devastated,"My father passed away in November, it's made me feel empty ever since."
devastated,"it was really hard on my family when Katrina hit texas, our house and belongings got kind of affected by it"
devastated,my kids gold fish died
devastated,I made kimchi and it turned out pretty bad.
devastated,When I came home to my dog dead.
devastated,My aunt recently passed away after a long battle with Alzheimer's disease. I'm so sad at the loss.
devastated,It was my birthday today! I came home from work to find a big pink cake and flowers from my husband!
devastated,My dog died and I was just heartbroken. I got her when she was a puppy and she lived to be 20 years old.
devastated,My mother was just recently diagnosed with cancer. I am just so sad and upset right now
devastated,i was crushed when i didnt get approved for a day off last week
devastated,I can not believe my friend died in a car accident last week.
devastated,"Last year in the spring, we got record rainfall and my basement got flooded. Many of my childhood things and photo albums were destroyed."
devastated,"When our house flooded, it was a terrible occasion. It took a lot of work to overcome the challenges we faced."
devastated,"My new car was extremely damaged in a road accident last week being my very first car,i;m shuttered."
devastated,My cat just died. I don't know what I will do without him.
devastated,I was heartbroken when I got pregnant and the father of my future baby beat me. He went to jail and we broke up.
devastated,The first time I took the SAT my score was so much lower than I thought that I paid for a class after a week of depression.
devastated,i just lost my pet dog. I do not know what to do.
devastated,I am so upset. I found out today that I did not get the job.
devastated,"My grandmother, who raised me, just passed away unexpectedly. I don't know how to process this!"
