context,prompt,first_utterance
devastated,I went on a great job interview last week that I thought went really well. I just got word that I did not get the job. I dont know what I am going to do now.,I just got word that I did not get my dream job. I thought the interview well too. I dont know what Im going to do now.
devastated,I just bought a new $1000 computer and it crashed after the first week. I ordered it from a website in Japan and it will cost a lot to return it.,I bought a new computer for $1000 from Japan and it crashed in the first week. I'm getting a blue screen and it's not booting up.
devastated,"When I was much younger, I fell in love deeply in love with a woman, with whom I wanted to spend the rest of my life. After three months of being with her she left. She told me she didn't love me, even though she had told me she did and even went so far as to deny she ever said she did.","Many years ago, I fell in love with a beautiful woman with whom I was totally entranced. We were together for about three months, then she suddenly cut things off. She had told me she loved me. But in our final conversation, she denied ever having said so."
devastated,Someone stole my credit card information. They have been charging up my card like crazy. I'm scared about my identity.,"I've had the worst week, someone stole my credit card information."
devastated,"Recently heard that my father was laid off from his job. He's retirement age anyway, but I felt bad for him, as that must have been, at the very least, slightly humiliating. He's been a hard worker for 40 years, and has done well to support the family. But I do worry for him in the short-term.","Recently heard that my father was laid off from his job. He's retirement age anyway, but I felt bad for him, as that must have been, at the very least, slightly humiliating. He's been a hard worker for 40 years, and has done well to support the family. But I do worry for him in the short-term."
devastated,I am so sad these days.,I am so sad these days because the way president Trumps acts.
devastated,"My father was recently put close to his death bed. Fortunately he is alive, but his recent health issues have been devastating.",My father almost died. His recent health problems have been devastating.
devastated,My flight got cancelled and I missed my son's birthday.,My flight got cancelled and I missed my son's birthday.
devastated,I just heard back from my Doctor and I need surgery.,I just heard back from my Doctor and I need surgery.
devastated,Me and my wife have been to have a child for the past year. I just learned last week that I can't have kid. It is terrible.,Me and my wife have been to have a child for the past year. I just learned last week that I can't have kid. It is terrible.
devastated,I was on my way to work when i witnessed a child hit by a vehicle,it was foggy and slippery and the driver could not control the brakes. he suddenly run over a child but she survived the injuries
devastated,"Late last summer, my dog went missing. I caleld everyone in the neighborhood to see if they had seen him. I spent hours looking for him and i checked all of the shelters for about a week. We eventually found his body. He had gotten trapped under a neighbor's house and could not get out.","Last summer, my dog went missing. We looked for him everywhere and called all of our neighbors. No one had seen him."
devastated,I thought I was going to get a raise at work for all the hard work ive been doing. But now Im not and i dont know how im going to be able to afford some of my new bills,I feel so defeated right now and I need to figure out how to pay my bills
devastated,My girlfriend dumped me today. I am so sad right now.,My girlfriend dumped me today.
